id,answer,time
15,"1. ลักษณะของกองทุนรวม 1.1 ความหมายของกองทุนรวม กองทุนรวม คือ เครื่องมือการลงทุนทางอ้อมของผู้ลงทุน ที่มีหน้าที่นำเงินลงทุนจากผู้ลงทุนหลายๆ คน ไปลงทุนในสินทรัพย์ประเภทต่างๆ ตามที่กำหนดในนโยบายการลงทุน เช่น หุ้น, ตราสารหนี้, อสังหาริมทรัพย์, ทองคำ เป็นต้น โดยมี “ผู้จัดการกองทุน (Fund Manager)”",3.755105972290039
16,1. ดอกเบี้ยรับ (Interest Income) ดอกเบี้ยที่ได้รับจาการลงทุนในตราสารหนี้ 2. กำไรจากส่วนต่างราคา (Capital gain),0.8354649543762207
17,"ที่มีหน้าที่นำเงินลงทุนจากผู้ลงทุนหลายๆ คน ไปลงทุนในสินทรัพย์ประเภทต่างๆ ตามที่กำหนดในนโยบายการลงทุน เช่น หุ้น, ตราสารหนี้, อสังหาริมทรัพย์, ทองคำ เป็นต้น โดยมี “ผู้จัดการกองทุน (Fund Manager)”",1.3097519874572754
18,(Capital Gain),0.9746692180633545
19,3. ตราสารหนี้ที่ไม่จ่ายดอกเบี้ย (Zero Coupon Bond) เป็นตราสารหนี้ที่ไม่มีการจ่ายดอกเบี้ยแต่จะเสนอขายในราคาที่ต่ำกว่าราคาหน้าตั๋ว,1.8600711822509766
20,6.1 การหยุดทำการซื้อขายชั่วคราว กรณีระบบซื้อขายของตลาดฯ,0.7156147956848145
21,,1.701697826385498
22,เหมือน Call DW การประเมินมูลค่า DW: มีทั้ง Call DW และ Put DW Warrant (ไทย):,1.2855207920074463
23,เป็นการจัดจำหน่ายที่ผู้จัดจำหน่ายให้สิทธิกับผู้ออกตราสารหนี้ ในกรณีที่ตราสารหนี้ไม่สามารถจัดจำหน่ายได้ทั้งหมด ผู้ออกตราสารมีสิทธิที่จะให้ผู้จัดจำหน่ายซื้อตราสารหนี้ส่วนที่เหลือโดยราคารับซื้อจะเป็นที่ต่ำกว่าราคา IPO 3.4 กลุ่มผู้ที่ทำหน้าที่สนับสนุนและดูแลผลประโยชน์ 1. ผู้แทนผู้ถือหุ้นกู้ (Bond Holder Representative) สถาบันการเงินที่ทำหน้าที่ดูแลผลประโยชน์ให้ผู้ถือหุ้นกู้,0.9320321083068848
24,3. ตราสารหนี้ที่ไม่จ่ายดอกเบี้ย (Zero Coupon Bond) เป็นตราสารหนี้ที่ไม่มีการจ่ายดอกเบี้ยแต่จะเสนอขายในราคาที่ต่ำกว่าราคาหน้าตั๋ว ทำให้ผู้ลงทุนได้รับผลตอบแทนจากส่วนต่างราคา (Capital Gain) โดยตั๋วเงินคลังถือเป็นตราสารหนี้ชนิดไม่จ่ายดอกเบี้ยประเภทหนึ่ง 5.5,2.118272066116333
25,กองประเภททรัสต์ ซึ่งมีลักษณะเป็น “กองทรัพย์สิน” (ไม่ใช่กองทุนรวม และไม่ถือเป็นนิติบุคคล),2.525753974914551
26,1. ผลตอบแทนจากส่วนต่างราคา (Capital Gain) 2. ผลตอบแทนจากการปันผล (Dividend) 4.2 ผลตอบแทนจากการปันผล (Dividend) โดยทั่วไปแล้วเมื่อบริษัทมีกำไร บริษัทจะนำกำไรส่วนหนึ่งไปลงทุนขยายกิจการ อีกส่วนจะแบ่งคืนให้กับผู้ถือหุ้น,0.9370861053466797
27,,0.5434272289276123
28,"ลงทุนในหุ้นที่มีราคาต่ำกว่ามูลค่าที่แท้จริง (Intrinsic Value) * หุ้นที่ลงทุนมักมี PE, PB, ต่ำกว่าค่าเฉลี่ยของอุตสาหกรรม หรือ ต่ำกว่าค่าเฉลี่ยของกิจการที่ทำธุรกิจคล้ายคลึงกัน ขณะที่อัตราผลตอบแทนจากเงินปันผล (Dividend Yield)",1.8344073295593262
29,คือ ความเสี่ยงจากการดำเนินธุรกิจ เช่น,0.7343180179595947
30,,0.43072986602783203
